stationid,compname,time,Fotos_0_Link,Fotos_0_Thumb,subzahl,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,FotoAnzahl,meantype,value,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y,unit,valueclass,Fotos_1_Thumb,Fotos_1_Link,Fotos_2_Link,Fotos_2_Thumb,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Link,Fotos_5_Thumb,Fotos_6_Thumb,Fotos_6_Link,Fotos_7_Thumb,Fotos_7_Link,Fotos_8_Thumb,Fotos_8_Link
09:STAD,Schwefeldioxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09STAD nN.JPG,/pub/fotos/stations/thumbs/09STAD nN.JPG,1,Stadlau,"Hausgrundweg 23, Gstr. 254/1",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,1,EPSG:31287,16.458345,159,48.226360833333,µg/m³,1,/pub/fotos/stations/thumbs/09STAD nNW.JPG,/pub/fotos/stations/09STAD nNW.JPG,/pub/fotos/stations/09STAD nO.JPG,/pub/fotos/stations/thumbs/09STAD nO.JPG,/pub/fotos/stations/09STAD nW.JPG,/pub/fotos/stations/thumbs/09STAD nW.JPG,,,,,,,,,,
10:PIL1,Schwefeldioxid,6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/10PIL1 nN.jpg,/pub/fotos/stations/thumbs/10PIL1 nN.jpg,1,Pillersdorf bei Retz,Am Öhlberg,Umweltbundesamt,4.0,HMW,1,EPSG:31287,15.93595,315,48.7212,µg/m³,1,/pub/fotos/stations/thumbs/10PIL1 nONO.jpg,/pub/fotos/stations/10PIL1 nONO.jpg,/pub/fotos/stations/10PIL1 nSO.jpg,/pub/fotos/stations/thumbs/10PIL1 nSO.jpg,/pub/fotos/stations/10PIL1 nW.jpg,/pub/fotos/stations/thumbs/10PIL1 nW.jpg,,,,,,,,,,
02:F202,Schwefeldioxid,6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/02F202 nN.JPG,/pub/fotos/stations/thumbs/02F202 nN.JPG,1,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung,6.0,HMW,2,EPSG:31287,14.52998,810,46.84283,µg/m³,1,/pub/fotos/stations/thumbs/02F202 nNO.JPG,/pub/fotos/stations/02F202 nNO.JPG,/pub/fotos/stations/02F202 nO.JPG,/pub/fotos/stations/thumbs/02F202 nO.JPG,/pub/fotos/stations/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nSO.JPG,/pub/fotos/stations/02F202 nSO.JPG,/pub/fotos/stations/02F202 nW.JPG,/pub/fotos/stations/thumbs/02F202 nW.JPG,,,,,,
02:WO35,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/02WO35 nN.JPG,/pub/fotos/stations/thumbs/02WO35 nN.JPG,1,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung,4.0,HMW,2,EPSG:31287,14.891667,540,46.708333,µg/m³,1,/pub/fotos/stations/thumbs/02WO35 nO.JPG,/pub/fotos/stations/02WO35 nO.JPG,/pub/fotos/stations/02WO35 nS.JPG,/pub/fotos/stations/thumbs/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nW.JPG,/pub/fotos/stations/thumbs/02WO35 nW.JPG,,,,,,,,,,
03:0103,Schwefeldioxid,5 Aug 2022 21:00:00 GMT+0100,/pub/fotos/stations/030103 nO.jpg,/pub/fotos/stations/thumbs/030103 nO.jpg,1,Kollmitzberg,"Kollmitzberg, neben GH. Alpenblick",Amt der Niederösterreichischen Landesregierung,1.0,HMW,2,EPSG:31287,14.86505,465,48.179279,µg/m³,1,,,,,,,,,,,,,,,,
03:0202,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030202 nS.jpg,/pub/fotos/stations/thumbs/030202 nS.jpg,1,Forsthof am Schöpfl,Forsthof am Schöpfl,Amt der Niederösterreichischen Landesregierung,2.0,HMW,2,EPSG:31287,15.9189,581,48.1051,µg/m³,1,/pub/fotos/stations/thumbs/030202 nSW.JPG,/pub/fotos/stations/030202 nSW.JPG,,,,,,,,,,,,,,
03:0302,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030302 nN.JPG,/pub/fotos/stations/thumbs/030302 nN.JPG,1,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",Amt der Niederösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,16.675289,235,48.05004,µg/m³,1,/pub/fotos/stations/thumbs/030302 nNW.jpg,/pub/fotos/stations/030302 nNW.jpg,/pub/fotos/stations/030302 nO.jpg,/pub/fotos/stations/thumbs/030302 nO.jpg,/pub/fotos/stations/030302 nS.jpg,/pub/fotos/stations/thumbs/030302 nS.jpg,,,,,,,,,,
03:0401,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030401 nN.jpg,/pub/fotos/stations/thumbs/030401 nN.jpg,1,Gänserndorf Baumschulweg,Baumschulweg,Amt der Niederösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,16.729445,161,48.33472,µg/m³,1,/pub/fotos/stations/thumbs/030401 nO.jpg,/pub/fotos/stations/030401 nO.jpg,/pub/fotos/stations/030401 nS.jpg,/pub/fotos/stations/thumbs/030401 nS.jpg,/pub/fotos/stations/030401 nW.jpg,/pub/fotos/stations/thumbs/030401 nW.jpg,,,,,,,,,,
03:0407,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030407 nSW.jpg,/pub/fotos/stations/thumbs/030407 nSW.jpg,1,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,Amt der Niederösterreichischen Landesregierung,1.0,HMW,2,EPSG:31287,16.63638889,150,48.230833333,µg/m³,1,,,,,,,,,,,,,,,,
03:0801,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030801 nO.JPG,/pub/fotos/stations/thumbs/030801 nO.JPG,1,Irnfritz - Rothweinsdorf,Rothweinsdorf,Amt der Niederösterreichischen Landesregierung,2.0,HMW,2,EPSG:31287,15.49842,556,48.72421,µg/m³,1,/pub/fotos/stations/thumbs/030801 nSW.jpg,/pub/fotos/stations/030801 nSW.jpg,,,,,,,,,,,,,,
03:1401,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031401 nO.jpg,/pub/fotos/stations/thumbs/031401 nO.jpg,1,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),Amt der Niederösterreichischen Landesregierung,3.0,HMW,2,EPSG:31287,16.3022222,215,48.0861111,µg/m³,1,/pub/fotos/stations/thumbs/031401 nS.jpg,/pub/fotos/stations/031401 nS.jpg,/pub/fotos/stations/031401 nW.jpg,/pub/fotos/stations/thumbs/031401 nW.jpg,,,,,,,,,,,,
03:1502,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031502 nN.jpg,/pub/fotos/stations/thumbs/031502 nN.jpg,1,Payerbach - Kreuzberg,"Kreuzberg, Althammerhofstraße, Coronakreuz",Amt der Niederösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,15.860277778,890,47.67027778,µg/m³,1,/pub/fotos/stations/thumbs/031502 nO.JPG,/pub/fotos/stations/031502 nO.JPG,/pub/fotos/stations/031502 nS.jpg,/pub/fotos/stations/thumbs/031502 nS.jpg,/pub/fotos/stations/031502 nW.jpg,/pub/fotos/stations/thumbs/031502 nW.jpg,,,,,,,,,,
03:1901,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031901 nO.jpg,/pub/fotos/stations/thumbs/031901 nO.jpg,1,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",Amt der Niederösterreichischen Landesregierung,2.0,HMW,2,EPSG:31287,16.0625,178,48.329445,µg/m³,1,/pub/fotos/stations/thumbs/031901 nSO.jpg,/pub/fotos/stations/031901 nSO.jpg,,,,,,,,,,,,,,
03:2401,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032401 nN.jpg,/pub/fotos/stations/thumbs/032401 nN.jpg,1,Wiener Neustadt,Neuklosterwiese Sportplatz,Amt der Niederösterreichischen Landesregierung,5.0,HMW,2,EPSG:31287,16.255,265,47.81416667,µg/m³,1,/pub/fotos/stations/thumbs/032401 nO.jpg,/pub/fotos/stations/032401 nO.jpg,/pub/fotos/stations/032401 nS.jpg,/pub/fotos/stations/thumbs/032401 nS.jpg,/pub/fotos/stations/032401 nSO.jpg,/pub/fotos/stations/thumbs/032401 nSO.jpg,/pub/fotos/stations/thumbs/032401 nSW.JPG,/pub/fotos/stations/032401 nSW.JPG,,,,,,,,
03:2701,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032701 nN.jpg,/pub/fotos/stations/thumbs/032701 nN.jpg,1,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",Amt der Niederösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,16.474444444444444,155,48.144999999999996,µg/m³,1,/pub/fotos/stations/thumbs/032701 nO.jpg,/pub/fotos/stations/032701 nO.jpg,/pub/fotos/stations/032701 nS.JPG,/pub/fotos/stations/thumbs/032701 nS.JPG,/pub/fotos/stations/032701 nW.jpg,/pub/fotos/stations/thumbs/032701 nW.jpg,,,,,,,,,,
04:S173,Schwefeldioxid,6 Aug 2022 00:00:00 GMT+0100,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,1,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,14.3665,250,48.27975,µg/m³,1,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
04:S406,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S406 nN.JPG,/pub/fotos/stations/thumbs/04S406 nN.JPG,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,14.0366,316,48.1649,µg/m³,1,/pub/fotos/stations/thumbs/04S406 nO.JPG,/pub/fotos/stations/04S406 nO.JPG,/pub/fotos/stations/04S406 nS.JPG,/pub/fotos/stations/thumbs/04S406 nS.JPG,/pub/fotos/stations/04S406 nW.jpg,/pub/fotos/stations/thumbs/04S406 nW.jpg,,,,,,,,,,
04:S415,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S415 nN.jpg,/pub/fotos/stations/thumbs/04S415 nN.jpg,1,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung,4.0,HMW,2,EPSG:31287,14.2977778,255,48.323333,µg/m³,1,/pub/fotos/stations/thumbs/04S415 nO.jpg,/pub/fotos/stations/04S415 nO.jpg,/pub/fotos/stations/04S415 nS.jpg,/pub/fotos/stations/thumbs/04S415 nS.jpg,/pub/fotos/stations/04S415 nW.JPG,/pub/fotos/stations/thumbs/04S415 nW.JPG,,,,,,,,,,
05:2000,Schwefeldioxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/052000 nNO.jpg,/pub/fotos/stations/thumbs/052000 nNO.jpg,1,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",Amt der Salzburger Landesregierung,4.0,HMW,2,EPSG:31287,13.09995,440,47.68259,µg/m³,1,/pub/fotos/stations/thumbs/052000 nNW.jpg,/pub/fotos/stations/052000 nNW.jpg,/pub/fotos/stations/052000 nO.jpg,/pub/fotos/stations/thumbs/052000 nO.jpg,/pub/fotos/stations/052000 nSW.jpg,/pub/fotos/stations/thumbs/052000 nSW.jpg,,,,,,,,,,
05:2100,Schwefeldioxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/052100 nN.jpg,/pub/fotos/stations/thumbs/052100 nN.jpg,1,Hallein Winterstall,Winterstallstraße,Amt der Salzburger Landesregierung,3.0,HMW,2,EPSG:31287,13.106,650,47.667,µg/m³,1,/pub/fotos/stations/thumbs/052100 nO.jpg,/pub/fotos/stations/052100 nO.jpg,/pub/fotos/stations/052100 nS.jpg,/pub/fotos/stations/thumbs/052100 nS.jpg,,,,,,,,,,,,
06:136,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06136 nN.JPG,/pub/fotos/stations/thumbs/06136 nN.JPG,1,Judendorf Süd,"Ringsiedlung, Murufer",Amt der Steiermärkischen Landesregierung,5.0,HMW,2,EPSG:31287,15.351111111111,375,47.12027777778,µg/m³,1,/pub/fotos/stations/thumbs/06136 nNW.JPG,/pub/fotos/stations/06136 nNW.JPG,/pub/fotos/stations/06136 nO.JPG,/pub/fotos/stations/thumbs/06136 nO.JPG,/pub/fotos/stations/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nSO.JPG,/pub/fotos/stations/thumbs/06136 nW.JPG,/pub/fotos/stations/06136 nW.JPG,,,,,,,,
06:180,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06180 nN.jpg,/pub/fotos/stations/thumbs/06180 nN.jpg,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung,7.0,HMW,2,EPSG:31287,15.253333,485,47.409443,µg/m³,1,/pub/fotos/stations/thumbs/06180 nNW.JPG,/pub/fotos/stations/06180 nNW.JPG,/pub/fotos/stations/06180 nO.JPG,/pub/fotos/stations/thumbs/06180 nO.JPG,/pub/fotos/stations/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nSO.jpg,/pub/fotos/stations/06180 nSO.jpg,/pub/fotos/stations/06180 nSW.JPG,/pub/fotos/stations/thumbs/06180 nSW.JPG,/pub/fotos/stations/thumbs/06180 nW.jpg,/pub/fotos/stations/06180 nW.jpg,,,,
06:191,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06191 nN.JPG,/pub/fotos/stations/thumbs/06191 nN.JPG,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung,5.0,HMW,2,EPSG:31287,15.3232,382,47.1357,µg/m³,1,/pub/fotos/stations/thumbs/06191 nNO.JPG,/pub/fotos/stations/06191 nNO.JPG,/pub/fotos/stations/06191 nO.JPG,/pub/fotos/stations/thumbs/06191 nO.JPG,/pub/fotos/stations/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nW.JPG,/pub/fotos/stations/06191 nW.JPG,,,,,,,,
09:KE,Schwefeldioxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09KE nO.JPG,/pub/fotos/stations/thumbs/09KE nO.JPG,1,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,2,EPSG:31287,16.476051,158,48.156708,µg/m³,1,/pub/fotos/stations/thumbs/09KE nSO.JPG,/pub/fotos/stations/09KE nSO.JPG,/pub/fotos/stations/09KE nSW.JPG,/pub/fotos/stations/thumbs/09KE nSW.JPG,/pub/fotos/stations/09KE nW.JPG,/pub/fotos/stations/thumbs/09KE nW.JPG,,,,,,,,,,
09:SCHA,Schwefeldioxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09SCHA nN.JPG,/pub/fotos/stations/thumbs/09SCHA nN.JPG,1,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",Gemeinde Wien - MA22 Umweltschutz,3.0,HMW,2,EPSG:31287,16.301563,319,48.23537,µg/m³,1,/pub/fotos/stations/thumbs/09SCHA nSW.JPG,/pub/fotos/stations/09SCHA nSW.JPG,/pub/fotos/stations/09SCHA nW.JPG,/pub/fotos/stations/thumbs/09SCHA nW.JPG,,,,,,,,,,,,
09:STEF,Schwefeldioxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09STEF nN.jpg,/pub/fotos/stations/thumbs/09STEF nN.jpg,1,Stephansplatz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",Gemeinde Wien - MA22 Umweltschutz,5.0,HMW,2,EPSG:31287,16.3732536111111,172,48.20815,µg/m³,1,/pub/fotos/stations/thumbs/09STEF nNO.JPG,/pub/fotos/stations/09STEF nNO.JPG,/pub/fotos/stations/09STEF nNW.JPG,/pub/fotos/stations/thumbs/09STEF nNW.JPG,/pub/fotos/stations/09STEF nSW.JPG,/pub/fotos/stations/thumbs/09STEF nSW.JPG,/pub/fotos/stations/thumbs/09STEF nW.jpg,/pub/fotos/stations/09STEF nW.jpg,,,,,,,,
01:0001,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/010001 nN.jpg,/pub/fotos/stations/thumbs/010001 nN.jpg,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung,5.0,HMW,3,EPSG:31287,16.52617,165,47.8401138,µg/m³,1,/pub/fotos/stations/thumbs/010001 nNW.JPG,/pub/fotos/stations/010001 nNW.JPG,/pub/fotos/stations/010001 nO.JPG,/pub/fotos/stations/thumbs/010001 nO.JPG,/pub/fotos/stations/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nW.JPG,/pub/fotos/stations/010001 nW.JPG,,,,,,,,
01:0003,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/010003 nN.JPG,/pub/fotos/stations/thumbs/010003 nN.JPG,1,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung,5.0,HMW,3,EPSG:31287,17.0703159,136,48.1091532,µg/m³,1,/pub/fotos/stations/thumbs/010003 nO.JPG,/pub/fotos/stations/010003 nO.JPG,/pub/fotos/stations/010003 nS.JPG,/pub/fotos/stations/thumbs/010003 nS.JPG,/pub/fotos/stations/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nW.JPG,/pub/fotos/stations/010003 nW.JPG,,,,,,,,
01:0004,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,,,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung,,HMW,3,EPSG:31287,16.32875,254,47.77907,µg/m³,1,,,,,,,,,,,,,,,,
03:0301,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030301 nS.jpg,/pub/fotos/stations/thumbs/030301 nS.jpg,1,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",Amt der Niederösterreichischen Landesregierung,1.0,HMW,3,EPSG:31287,16.95787,180,48.1442,µg/m³,1,,,,,,,,,,,,,,,,
03:0601,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/030601 nN.jpg,/pub/fotos/stations/thumbs/030601 nN.jpg,1,Klosterneuburg Meynertgasse,"Meynertgasse, südwestlich vom Wasserhochbehälter",Amt der Niederösterreichischen Landesregierung,4.0,HMW,3,EPSG:31287,16.31395,260,48.30246,µg/m³,1,/pub/fotos/stations/thumbs/030601 nO.JPG,/pub/fotos/stations/030601 nO.JPG,/pub/fotos/stations/030601 nS.jpg,/pub/fotos/stations/thumbs/030601 nS.jpg,/pub/fotos/stations/030601 nW.jpg,/pub/fotos/stations/thumbs/030601 nW.jpg,,,,,,,,,,
03:1903,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/031903 nN.JPG,/pub/fotos/stations/thumbs/031903 nN.JPG,1,Trasdorf im Tullnerfeld,Kaindorfer Straße,Amt der Niederösterreichischen Landesregierung,5.0,HMW,3,EPSG:31287,15.8578,192,48.331,µg/m³,1,/pub/fotos/stations/thumbs/031903 nNW.jpg,/pub/fotos/stations/031903 nNW.jpg,/pub/fotos/stations/031903 nO.jpg,/pub/fotos/stations/thumbs/031903 nO.jpg,/pub/fotos/stations/031903 nS.jpg,/pub/fotos/stations/thumbs/031903 nS.jpg,/pub/fotos/stations/thumbs/031903 nW.jpg,/pub/fotos/stations/031903 nW.jpg,,,,,,,,
03:2301,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032301 nN.JPG,/pub/fotos/stations/thumbs/032301 nN.JPG,1,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",Amt der Niederösterreichischen Landesregierung,4.0,HMW,3,EPSG:31287,15.6325,270,48.2116,µg/m³,1,/pub/fotos/stations/thumbs/032301 nNO.jpg,/pub/fotos/stations/032301 nNO.jpg,/pub/fotos/stations/032301 nO.jpg,/pub/fotos/stations/thumbs/032301 nO.jpg,/pub/fotos/stations/032301 nW.jpg,/pub/fotos/stations/thumbs/032301 nW.jpg,,,,,,,,,,
04:S416,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S416 nN.JPG,/pub/fotos/stations/thumbs/04S416 nN.JPG,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung,4.0,HMW,3,EPSG:31287,14.31479,265,48.27329,µg/m³,1,/pub/fotos/stations/thumbs/04S416 nO.JPG,/pub/fotos/stations/04S416 nO.JPG,/pub/fotos/stations/04S416 nS.JPG,/pub/fotos/stations/thumbs/04S416 nS.JPG,/pub/fotos/stations/04S416 nW.JPG,/pub/fotos/stations/thumbs/04S416 nW.JPG,,,,,,,,,,
09:A23,Schwefeldioxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09A23 nN.JPG,/pub/fotos/stations/thumbs/09A23 nN.JPG,1,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",Gemeinde Wien - MA22 Umweltschutz,6.0,HMW,3,EPSG:31287,16.43455,162,48.20306,µg/m³,1,/pub/fotos/stations/thumbs/09A23 nNO.JPG,/pub/fotos/stations/09A23 nNO.JPG,/pub/fotos/stations/09A23 nNW.JPG,/pub/fotos/stations/thumbs/09A23 nNW.JPG,/pub/fotos/stations/09A23 nS.JPG,/pub/fotos/stations/thumbs/09A23 nS.JPG,/pub/fotos/stations/thumbs/09A23 nSO.JPG,/pub/fotos/stations/09A23 nSO.JPG,/pub/fotos/stations/09A23 nW.JPG,/pub/fotos/stations/thumbs/09A23 nW.JPG,,,,,,
09:ZA,Schwefeldioxid,5 Aug 2022 22:00:00 GMT+0100,/pub/fotos/stations/09ZA nO.JPG,/pub/fotos/stations/thumbs/09ZA nO.JPG,1,Hohe Warte,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",Gemeinde Wien - MA22 Umweltschutz,4.0,HMW,3,EPSG:31287,16.357079,210,48.248993,µg/m³,1,/pub/fotos/stations/thumbs/09ZA nS.JPG,/pub/fotos/stations/09ZA nS.JPG,/pub/fotos/stations/09ZA nSW.JPG,/pub/fotos/stations/thumbs/09ZA nSW.JPG,/pub/fotos/stations/09ZA nW.JPG,/pub/fotos/stations/thumbs/09ZA nW.JPG,,,,,,,,,,
03:2501,Schwefeldioxid,5 Aug 2022 21:30:00 GMT+0100,/pub/fotos/stations/032501 nN.JPG,/pub/fotos/stations/thumbs/032501 nN.JPG,1,Krems,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",Amt der Niederösterreichischen Landesregierung,4.0,HMW,4,EPSG:31287,15.619166,200,48.40861,µg/m³,1,/pub/fotos/stations/thumbs/032501 nS.jpg,/pub/fotos/stations/032501 nS.jpg,/pub/fotos/stations/032501 nSO.jpg,/pub/fotos/stations/thumbs/032501 nSO.jpg,/pub/fotos/stations/032501 nW.jpg,/pub/fotos/stations/thumbs/032501 nW.jpg,,,,,,,,,,
04:S407,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/04S407 nNO.jpg,/pub/fotos/stations/thumbs/04S407 nNO.jpg,1,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung,5.0,HMW,4,EPSG:31287,13.6676111,420,48.0008965,µg/m³,1,/pub/fotos/stations/thumbs/04S407 nNW.jpg,/pub/fotos/stations/04S407 nNW.jpg,/pub/fotos/stations/04S407 nO.jpg,/pub/fotos/stations/thumbs/04S407 nO.jpg,/pub/fotos/stations/04S407 nS.JPG,/pub/fotos/stations/thumbs/04S407 nS.JPG,/pub/fotos/stations/thumbs/04S407 nW.jpg,/pub/fotos/stations/04S407 nW.jpg,,,,,,,,
05:1066,Schwefeldioxid,5 Aug 2022 22:30:00 GMT+0100,/pub/fotos/stations/051066 nN.jpg,/pub/fotos/stations/thumbs/051066 nN.jpg,1,Salzburg Mirabellplatz,Mirabellplatz,Amt der Salzburger Landesregierung,4.0,HMW,4,EPSG:31287,13.043333,430,47.8055556,µg/m³,1,/pub/fotos/stations/thumbs/051066 nO.jpg,/pub/fotos/stations/051066 nO.jpg,/pub/fotos/stations/051066 nS.JPG,/pub/fotos/stations/thumbs/051066 nS.JPG,/pub/fotos/stations/051066 nW.jpg,/pub/fotos/stations/thumbs/051066 nW.jpg,,,,,,,,,,
06:135,Schwefeldioxid,6 Aug 2022 00:30:00 GMT+0100,/pub/fotos/stations/06135 nN.JPG,/pub/fotos/stations/thumbs/06135 nN.JPG,1,Straßengel Kirche,Straßengel Kirche,Amt der Steiermärkischen Landesregierung,7.0,HMW,6,EPSG:31287,15.339166666666667,454,47.113055555555555,µg/m³,1,/pub/fotos/stations/thumbs/06135 nNW.JPG,/pub/fotos/stations/06135 nNW.JPG,/pub/fotos/stations/06135 nO.JPG,/pub/fotos/stations/thumbs/06135 nO.JPG,/pub/fotos/stations/06135 nS.JPG,/pub/fotos/stations/thumbs/06135 nS.JPG,/pub/fotos/stations/thumbs/06135 nSO.JPG,/pub/fotos/stations/06135 nSO.JPG,/pub/fotos/stations/06135 nSW.JPG,/pub/fotos/stations/thumbs/06135 nSW.JPG,/pub/fotos/stations/thumbs/06135 nW.JPG,/pub/fotos/stations/06135 nW.JPG,,,,
