,stationid,compname,time,MetaInfo_Owner,MetaInfo_Name,MetaInfo_Location,meantype,subzahl,value,valueclass,unit,gml$Point_srsName,gml$Point_gml$coord_X,gml$Point_gml$coord_Z,gml$Point_gml$coord_Y
114,04:S432,Ozon,1659911400,Amt der Oberösterreichischen Landesregierung,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,HMW,1,51.0,NOCLASS,µg/m³,EPSG:31287,13.60892,485.0,47.97386
115,08:0706,Ozon,1659902400,Umweltinstitut des Landes Vorarlberg,Lustenau Wiesenrain,Wiesenrainstraße 26; 50m vom Zollamt Philipp Krapf-Str.,HMW,1,51.0,NOCLASS,µg/m³,EPSG:31287,9.653713,410.0,47.410164
116,03:1901,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",HMW,1,52.0,NOCLASS,µg/m³,EPSG:31287,16.0625,178.0,48.329445
117,04:S406,Ozon,1659911400,Amt der Oberösterreichischen Landesregierung,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",HMW,1,52.0,NOCLASS,µg/m³,EPSG:31287,14.0366,316.0,48.1649
118,06:178,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Weiz Bahnhofstraße,Bahnhofstraße 7,HMW,1,52.0,NOCLASS,µg/m³,EPSG:31287,15.628392,459.0,47.215703
119,03:2701,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",HMW,1,53.0,NOCLASS,µg/m³,EPSG:31287,16.474444444444444,155.0,48.145
120,05:6072,Ozon,1659911400,Amt der Salzburger Landesregierung,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",HMW,1,54.0,NOCLASS,µg/m³,EPSG:31287,12.795124,775.0,47.32664
121,06:018,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Graz Schloßberg,"Schlossberg, südlich vom Glockenturm",HMW,1,54.0,NOCLASS,µg/m³,EPSG:31287,15.4375,450.0,47.075833333333335
122,06:138,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",HMW,1,54.0,NOCLASS,µg/m³,EPSG:31287,15.4151111111111,355.0,47.0943611111
123,01:0004,Ozon,1659911400,Amt der Burgenländischen Landesregierung,Bad Sauerbrunn,Freiwillige Feuerwehr,HMW,1,56.0,NOCLASS,µg/m³,EPSG:31287,16.32875,254.0,47.77907
124,07:2113,Ozon,1659911400,Amt der Tiroler Landesregierung,Innsbruck Sadrach,Sadrach - Buttererbichl,HMW,1,56.0,NOCLASS,µg/m³,EPSG:31287,11.3746611,678.0,47.2699028
125,03:1701,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Dunkelsteinerwald - Unterbergern,Unterbergern Bäckerberg,HMW,1,57.0,NOCLASS,µg/m³,EPSG:31287,15.54583333,320.0,48.370278
126,04:S407,Ozon,1659911400,Amt der Oberösterreichischen Landesregierung,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,HMW,1,57.0,NOCLASS,µg/m³,EPSG:31287,13.6676111,420.0,48.0008965
127,06:189,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Hochwurzen,Seilbahn-Bergstation Hochwurzen,HMW,1,57.0,NOCLASS,µg/m³,EPSG:31287,13.639444444444443,1852.0,47.36027777777778
128,08:2708,Ozon,1659902400,Umweltinstitut des Landes Vorarlberg,Bludenz Herrengasse,Herrengasse 10 (L190: 110m),HMW,1,57.0,NOCLASS,µg/m³,EPSG:31287,9.822944,580.0,47.156483
129,03:2301,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",HMW,1,59.0,NOCLASS,µg/m³,EPSG:31287,15.6325,270.0,48.2116
130,05:1200,Ozon,1659909600,Amt der Salzburger Landesregierung,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,HMW,1,59.0,NOCLASS,µg/m³,EPSG:31287,13.03488,420.0,47.81565
131,05:3055,Ozon,1659911400,Amt der Salzburger Landesregierung,Haunsberg,SAFE Funkstation Simmerstatt,HMW,1,59.0,NOCLASS,µg/m³,EPSG:31287,13.0158333,730.0,47.936667
132,01:0003,Ozon,1659911400,Amt der Burgenländischen Landesregierung,Kittsee,Neurisse - Brunnenfeld ,HMW,1,60.0,NOCLASS,µg/m³,EPSG:31287,17.0703159,136.0,48.1091532
133,03:1401,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),HMW,1,60.0,NOCLASS,µg/m³,EPSG:31287,16.3022222,215.0,48.0861111
134,04:S404,Ozon,1659911400,Amt der Oberösterreichischen Landesregierung,Traun Tischlerstraße,Tischlerstrasse Kindergarten,HMW,1,60.0,NOCLASS,µg/m³,EPSG:31287,14.23755,274.0,48.22535
135,04:S416,Ozon,1659911400,Amt der Oberösterreichischen Landesregierung,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",HMW,1,60.0,NOCLASS,µg/m³,EPSG:31287,14.31479,265.0,48.27329
136,10:VOR1,Ozon,1659911400,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,1,61.0,NOCLASS,µg/m³,EPSG:31287,12.972,1010.0,46.6775
137,03:0302,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",HMW,1,62.0,NOCLASS,µg/m³,EPSG:31287,16.675289,235.0,48.05004
138,03:0502,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Heidenreichstein Thaures,Thaures,HMW,1,62.0,NOCLASS,µg/m³,EPSG:31287,15.04666667,570.0,48.8786111
139,06:195,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",HMW,1,62.0,NOCLASS,µg/m³,EPSG:31287,15.212777777777776,365.0,46.81388888888888
140,03:2501,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Krems,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",HMW,1,64.0,NOCLASS,µg/m³,EPSG:31287,15.619166,200.0,48.40861
141,07:2547,Ozon,1659911400,Amt der Tiroler Landesregierung,Kufstein Festung,Festung,HMW,1,64.0,NOCLASS,µg/m³,EPSG:31287,12.1692472,526.0,47.5805278
142,07:2123,Ozon,1659911400,Amt der Tiroler Landesregierung,Innsbruck Nordkette (Seegrube),Grubegg,HMW,1,65.0,NOCLASS,µg/m³,EPSG:31287,11.3759972,1958.0,47.3056222
143,09:LIES,Ozon,1659909600,Gemeinde Wien - MA22 Umweltschutz,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",HMW,1,66.0,NOCLASS,µg/m³,EPSG:31287,16.30127778,211.0,48.14125
144,10:ILL1,Ozon,1659911400,Umweltbundesamt,Illmitz am Neusiedler See,Biologische Station Illmitz,HMW,1,66.0,NOCLASS,µg/m³,EPSG:31287,16.76639,117.0,47.77028
145,01:0012,Ozon,1659859200,Amt der Burgenländischen Landesregierung,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),,HMW,1,67.0,NOCLASS,µg/m³,EPSG:31287,,,
146,03:0401,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Gänserndorf Baumschulweg,Baumschulweg,HMW,1,67.0,NOCLASS,µg/m³,EPSG:31287,16.729445,161.0,48.33472
147,03:0301,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,1,68.0,NOCLASS,µg/m³,EPSG:31287,16.95787,180.0,48.1442
148,07:2538,Ozon,1659911400,Amt der Tiroler Landesregierung,Kramsach Angerberg,"Voldöp, Angerberg",HMW,1,68.0,NOCLASS,µg/m³,EPSG:31287,11.90995,602.0,47.458717
149,10:PIL1,Ozon,1659909600,Umweltbundesamt,Pillersdorf bei Retz,Am Öhlberg,HMW,1,69.0,NOCLASS,µg/m³,EPSG:31287,15.93595,315.0,48.7212
150,04:S156,Ozon,1659911400,Amt der Oberösterreichischen Landesregierung,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",HMW,1,70.0,NOCLASS,µg/m³,EPSG:31287,13.03923,350.0,48.257474
151,02:M805,Ozon,1659911400,Amt der Kärntner Landesregierung,Kraigerberg,Eggen,HMW,1,71.0,NOCLASS,µg/m³,EPSG:31287,14.329763,965.0,46.824822
152,03:0202,Ozon,1659906000,Amt der Niederösterreichischen Landesregierung,Forsthof am Schöpfl,Forsthof am Schöpfl,HMW,1,73.0,NOCLASS,µg/m³,EPSG:31287,15.9189,581.0,48.1051
153,03:0403,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Wolkersdorf,Hochbehälter Breitenkreuz,HMW,1,73.0,NOCLASS,µg/m³,EPSG:31287,16.522,260.0,48.3929
154,06:196,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Grebenzen bei St. Lambrecht,Grebenzen Gipfel,HMW,1,73.0,NOCLASS,µg/m³,EPSG:31287,14.330725,1860.0,47.040277777777774
155,09:STEF,Ozon,1659909600,Gemeinde Wien - MA22 Umweltschutz,Stephansplatz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",HMW,1,74.0,NOCLASS,µg/m³,EPSG:31287,16.3732536111111,172.0,48.20815
156,10:ENK1,Ozon,1659911400,Umweltbundesamt,Enzenkirchen im Sauwald,"Kriegen, Kapelle",HMW,1,75.0,NOCLASS,µg/m³,EPSG:31287,13.67085,525.0,48.39167
157,08:0503,Ozon,1659902400,Umweltinstitut des Landes Vorarlberg,Sulzberg - Gmeind,Gmeind,HMW,1,76.0,NOCLASS,µg/m³,EPSG:31287,9.9267,1020.0,47.5292
158,03:1301,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Mistelbach Steinhübel,Hochbehälter Steinhübel,HMW,1,77.0,NOCLASS,µg/m³,EPSG:31287,16.5788,250.0,48.57832
159,06:036,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Graz Lustbühel,Observatorium Schloss Lustbühel,HMW,1,77.0,NOCLASS,µg/m³,EPSG:31287,15.493688888888888,473.0,47.06701111111112
160,06:170,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,79.0,NOCLASS,µg/m³,EPSG:31287,15.43308,345.0,47.04172
161,03:0601,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Klosterneuburg Meynertgasse,"Meynertgasse, südwestlich vom Wasserhochbehälter",HMW,1,81.0,NOCLASS,µg/m³,EPSG:31287,16.31395,260.0,48.30246
162,03:0801,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Irnfritz - Rothweinsdorf,Rothweinsdorf,HMW,1,83.0,NOCLASS,µg/m³,EPSG:31287,15.49842,556.0,48.72421
163,03:1502,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Payerbach - Kreuzberg,"Kreuzberg, Althammerhofstraße, Coronakreuz",HMW,1,83.0,NOCLASS,µg/m³,EPSG:31287,15.860277778,890.0,47.67027778
164,03:0701,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Ziersdorf,Kläranlage Jubiläumssiedlung,HMW,1,84.0,NOCLASS,µg/m³,EPSG:31287,15.94185,230.0,48.52832
165,03:2101,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Wiesmath,Mäuserriegel,HMW,1,84.0,NOCLASS,µg/m³,EPSG:31287,16.29305556,738.0,47.60833333
166,09:JAEG,Ozon,1659909600,Gemeinde Wien - MA22 Umweltschutz,Hermannskogel,"Hermannskogel, Jägerwiese",HMW,1,85.0,NOCLASS,µg/m³,EPSG:31287,16.2972,488.0,48.2702
167,04:S108,Ozon,1659911400,Amt der Oberösterreichischen Landesregierung,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,HMW,1,88.0,NOCLASS,µg/m³,EPSG:31287,14.574722222222,918.0,48.53111111
168,03:0103,Ozon,1659907800,Amt der Niederösterreichischen Landesregierung,Kollmitzberg,"Kollmitzberg, neben GH. Alpenblick",HMW,1,89.0,NOCLASS,µg/m³,EPSG:31287,14.86505,465.0,48.179279
169,09:ZA,Ozon,1659909600,Gemeinde Wien - MA22 Umweltschutz,Hohe Warte,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",HMW,1,89.0,NOCLASS,µg/m³,EPSG:31287,16.357079,210.0,48.248993
170,06:150,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Rennfeld,Rennfeld-Gipfel,HMW,1,91.0,NOCLASS,µg/m³,EPSG:31287,15.360833333333332,1610.0,47.40555555555555
171,06:198,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,HMW,1,91.0,NOCLASS,µg/m³,EPSG:31287,16.07905,276.0,47.04735
172,06:156,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",HMW,1,92.0,NOCLASS,µg/m³,EPSG:31287,15.882222,1180.0,47.34806
173,06:151,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",HMW,1,93.0,NOCLASS,µg/m³,EPSG:31287,15.495833333333332,449.0,46.87138888888889
174,06:185,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",HMW,1,93.0,NOCLASS,µg/m³,EPSG:31287,15.956111,415.0,46.7675
175,04:S235,Ozon,1659911400,Amt der Oberösterreichischen Landesregierung,Feuerkogel (Höllengebirge),Feuerkogel 3,HMW,1,97.0,NOCLASS,µg/m³,EPSG:31287,13.720737,1602.0,47.815855
176,06:190,Ozon,1659911400,Amt der Steiermärkischen Landesregierung,Arnfels - Remschnigg,"Steirischer Possruck, Remschnigg, Isaak",HMW,1,99.0,NOCLASS,µg/m³,EPSG:31287,15.36778,785.0,46.65195
177,01:0002,Ozon,1659911400,Amt der Burgenländischen Landesregierung,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",HMW,1,100.0,NOCLASS,µg/m³,EPSG:31287,16.207863,344.0,47.339926
178,02:VL52,Ozon,1659909600,Amt der Kärntner Landesregierung,Gerlitzen Steinturm,Gerlitzen Steinturm (Gipfelplateau),HMW,1,101.0,NOCLASS,µg/m³,EPSG:31287,13.91449,1897.0,46.6954
179,10:SON1,Ozon,1659911400,Umweltbundesamt,Sonnblick,Wetterobservatorium Hoher Sonnblick,HMW,1,117.0,NOCLASS,µg/m³,EPSG:31287,12.9583,3106.0,47.0541667
180,10:SON1,Stickstoffdioxid,1659911400,Umweltbundesamt,Sonnblick,Wetterobservatorium Hoher Sonnblick,HMW,2,0.0,1,µg/m³,EPSG:31287,12.9583,3106.0,47.0541667
181,01:0002,Stickstoffdioxid,1659911400,Amt der Burgenländischen Landesregierung,Oberschützen,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",HMW,1,1.0,1,µg/m³,EPSG:31287,16.207863,344.0,47.339926
182,03:1502,Stickstoffdioxid,1659907800,Amt der Niederösterreichischen Landesregierung,Payerbach - Kreuzberg,"Kreuzberg, Althammerhofstraße, Coronakreuz",HMW,1,1.0,1,µg/m³,EPSG:31287,15.860277778,890.0,47.67027778
183,06:156,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",HMW,1,1.0,1,µg/m³,EPSG:31287,15.882222,1180.0,47.34806
184,10:VOR1,Stickstoffdioxid,1659911400,Umweltbundesamt,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",HMW,1,1.0,1,µg/m³,EPSG:31287,12.972,1010.0,46.6775
185,04:S108,Stickstoffdioxid,1659911400,Amt der Oberösterreichischen Landesregierung,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,HMW,1,2.0,1,µg/m³,EPSG:31287,14.574722222222,918.0,48.53111111
186,06:151,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",HMW,1,2.0,1,µg/m³,EPSG:31287,15.495833333333332,449.0,46.87138888888889
187,06:194,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Mürzzuschlag Roseggerpark,"Roseggerpark, Waldgasse/Roseggergasse",HMW,1,2.0,1,µg/m³,EPSG:31287,15.673055555555557,679.0,47.60472222222222
188,06:198,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Fürstenfeld Ungartorweg,Hauptschule Schillerplatz 2,HMW,1,2.0,1,µg/m³,EPSG:31287,16.07905,276.0,47.04735
189,07:2912,Stickstoffdioxid,1659911400,Amt der Tiroler Landesregierung,"Lienz Tristacher-See-Straße, Tiefbrunnen ","Tristacher-See-Straße, Tiefbrunnen",HMW,1,2.0,1,µg/m³,EPSG:31287,12.766025,681.0,46.8191111
190,10:ZOE2,Stickstoffdioxid,1659911400,Umweltbundesamt,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",HMW,1,2.0,1,µg/m³,EPSG:31287,14.44095,899.0,47.83828
191,10:ZOE2,Stickstoffdioxid,1659911400,Umweltbundesamt,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",HMW,2,2.0,1,µg/m³,EPSG:31287,14.44095,899.0,47.83828
192,01:0004,Stickstoffdioxid,1659911400,Amt der Burgenländischen Landesregierung,Bad Sauerbrunn,Freiwillige Feuerwehr,HMW,1,3.0,1,µg/m³,EPSG:31287,16.32875,254.0,47.77907
193,01:0007,Stickstoffdioxid,1659911400,Amt der Burgenländischen Landesregierung,Pöttelsdorf,Berggasse,HMW,1,3.0,1,µg/m³,EPSG:31287,16.434389,214.0,47.749044
194,02:SP10,Stickstoffdioxid,1659911400,Amt der Kärntner Landesregierung,Obervellach Schulzentrum,"Schulzentrum Obervellach-West 27, Dürnvellach",HMW,1,3.0,1,µg/m³,EPSG:31287,13.194533,686.0,46.935
195,03:0201,Stickstoffdioxid,1659907800,Amt der Niederösterreichischen Landesregierung,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",HMW,1,3.0,1,µg/m³,EPSG:31287,16.20573,265.0,47.9592
196,03:0202,Stickstoffdioxid,1659907800,Amt der Niederösterreichischen Landesregierung,Forsthof am Schöpfl,Forsthof am Schöpfl,HMW,1,3.0,1,µg/m³,EPSG:31287,15.9189,581.0,48.1051
197,03:0601,Stickstoffdioxid,1659907800,Amt der Niederösterreichischen Landesregierung,Klosterneuburg Meynertgasse,"Meynertgasse, südwestlich vom Wasserhochbehälter",HMW,1,3.0,1,µg/m³,EPSG:31287,16.31395,260.0,48.30246
198,04:S125,Stickstoffdioxid,1659911400,Amt der Oberösterreichischen Landesregierung,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),HMW,1,3.0,1,µg/m³,EPSG:31287,13.632222222222223,460.0,47.71611111111111
199,05:5032,Stickstoffdioxid,1659911400,Amt der Salzburger Landesregierung,Tamsweg Untere Postgasse,Parkplatz Untere Postgasse 2,HMW,1,3.0,1,µg/m³,EPSG:31287,13.80804,1025.0,47.12566
200,06:106,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",HMW,1,3.0,1,µg/m³,EPSG:31287,15.086667,445.0,47.06333
201,06:179,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",HMW,1,3.0,1,µg/m³,EPSG:31287,15.971852,349.0,47.28286
202,06:195,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Deutschlandsberg Rathausgasse,"Rathausgasse 3, Arbeiterkammer",HMW,1,3.0,1,µg/m³,EPSG:31287,15.212777777777776,365.0,46.81388888888888
203,07:2538,Stickstoffdioxid,1659911400,Amt der Tiroler Landesregierung,Kramsach Angerberg,"Voldöp, Angerberg",HMW,1,3.0,1,µg/m³,EPSG:31287,11.90995,602.0,47.458717
204,08:0503,Stickstoffdioxid,1659902400,Umweltinstitut des Landes Vorarlberg,Sulzberg - Gmeind,Gmeind,HMW,1,3.0,1,µg/m³,EPSG:31287,9.9267,1020.0,47.5292
205,09:JAEG,Stickstoffdioxid,1659909600,Gemeinde Wien - MA22 Umweltschutz,Hermannskogel,"Hermannskogel, Jägerwiese",HMW,1,3.0,1,µg/m³,EPSG:31287,16.2972,488.0,48.2702
206,09:ZA,Stickstoffdioxid,1659909600,Gemeinde Wien - MA22 Umweltschutz,Hohe Warte,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",HMW,1,3.0,1,µg/m³,EPSG:31287,16.357079,210.0,48.248993
207,01:0003,Stickstoffdioxid,1659911400,Amt der Burgenländischen Landesregierung,Kittsee,Neurisse - Brunnenfeld ,HMW,1,4.0,1,µg/m³,EPSG:31287,17.0703159,136.0,48.1091532
208,05:3055,Stickstoffdioxid,1659909600,Amt der Salzburger Landesregierung,Haunsberg,SAFE Funkstation Simmerstatt,HMW,1,4.0,1,µg/m³,EPSG:31287,13.0158333,730.0,47.936667
209,06:118,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,"Judenburg, Sportplatz","Stadionstraße, südlich des Sportplatzes",HMW,1,4.0,1,µg/m³,EPSG:31287,14.676666666666666,715.0,47.17833333333333
210,06:136,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Judendorf Süd,"Ringsiedlung, Murufer",HMW,1,4.0,1,µg/m³,EPSG:31287,15.351111111111,375.0,47.12027777778
211,06:142,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),HMW,1,4.0,1,µg/m³,EPSG:31287,15.0745,555.0,47.37555555555556
212,06:177,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Liezen Pyhrnbach,Alte Gasse 12,HMW,1,4.0,1,µg/m³,EPSG:31287,14.244676,649.0,47.565439
213,06:180,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",HMW,1,4.0,1,µg/m³,EPSG:31287,15.253333,485.0,47.409443
214,06:191,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Gratwein,Aufeldstraße,HMW,1,4.0,1,µg/m³,EPSG:31287,15.3232,382.0,47.1357
215,06:197,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",HMW,1,4.0,1,µg/m³,EPSG:31287,15.540555555555557,272.0,46.77833333333333
216,07:2710,Stickstoffdioxid,1659911400,Amt der Tiroler Landesregierung,Heiterwang Ort L355,Ennet der Ach,HMW,1,4.0,1,µg/m³,EPSG:31287,10.7441167,985.0,47.4475972
217,09:SCHA,Stickstoffdioxid,1659909600,Gemeinde Wien - MA22 Umweltschutz,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",HMW,1,4.0,1,µg/m³,EPSG:31287,16.301563,319.0,48.23537
218,10:ENK1,Stickstoffdioxid,1659911400,Umweltbundesamt,Enzenkirchen im Sauwald,"Kriegen, Kapelle",HMW,1,4.0,1,µg/m³,EPSG:31287,13.67085,525.0,48.39167
219,01:0012,Stickstoffdioxid,1659859200,Amt der Burgenländischen Landesregierung,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),,HMW,1,5.0,1,µg/m³,EPSG:31287,,,
220,03:0301,Stickstoffdioxid,1659907800,Amt der Niederösterreichischen Landesregierung,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",HMW,1,5.0,1,µg/m³,EPSG:31287,16.95787,180.0,48.1442
221,04:S409,Stickstoffdioxid,1659911400,Amt der Oberösterreichischen Landesregierung,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",HMW,1,5.0,1,µg/m³,EPSG:31287,14.442777777777776,305.0,48.04944444444444
222,05:6072,Stickstoffdioxid,1659911400,Amt der Salzburger Landesregierung,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",HMW,1,5.0,1,µg/m³,EPSG:31287,12.795124,775.0,47.32664
223,06:107,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",HMW,1,5.0,1,µg/m³,EPSG:31287,15.15277777777778,390.0,47.04472222222222
224,06:145,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Kapfenberg St. Martin,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg",HMW,1,5.0,1,µg/m³,EPSG:31287,15.29032,517.0,47.44583333333333
225,06:170,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",HMW,1,5.0,1,µg/m³,EPSG:31287,15.43308,345.0,47.04172
226,06:178,Stickstoffdioxid,1659911400,Amt der Steiermärkischen Landesregierung,Weiz Bahnhofstraße,Bahnhofstraße 7,HMW,1,5.0,1,µg/m³,EPSG:31287,15.628392,459.0,47.215703
227,07:2113,Stickstoffdioxid,1659911400,Amt der Tiroler Landesregierung,Innsbruck Sadrach,Sadrach - Buttererbichl,HMW,1,5.0,1,µg/m³,EPSG:31287,11.3746611,678.0,47.2699028
228,07:2552,Stickstoffdioxid,1659911400,Amt der Tiroler Landesregierung,Kufstein Zentrum Praxmarerstraße,Praxmarerstraße / Josef Egger Straße 5,HMW,1,5.0,1,µg/m³,EPSG:31287,12.1724111,489.0,47.5818083
229,10:ILL1,Stickstoffdioxid,1659911400,Umweltbundesamt,Illmitz am Neusiedler See,Biologische Station Illmitz,HMW,1,5.0,1,µg/m³,EPSG:31287,16.76639,117.0,47.77028
230,10:KLH1,Stickstoffdioxid,1659909600,Umweltbundesamt,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",HMW,1,5.0,1,µg/m³,EPSG:31287,15.95632,415.0,46.7672
231,01:0001,Stickstoffdioxid,1659911400,Amt der Burgenländischen Landesregierung,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",HMW,1,6.0,1,µg/m³,EPSG:31287,16.52617,165.0,47.8401138
232,03:0401,Stickstoffdioxid,1659907800,Amt der Niederösterreichischen Landesregierung,Gänserndorf Baumschulweg,Baumschulweg,HMW,1,6.0,1,µg/m³,EPSG:31287,16.729445,161.0,48.33472
233,03:0502,Stickstoffdioxid,1659907800,Amt der Niederösterreichischen Landesregierung,Heidenreichstein Thaures,Thaures,HMW,1,6.0,1,µg/m³,EPSG:31287,15.04666667,570.0,48.8786111
