stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,FotoAnzahl,value,unit,Fotos_0_Link,Fotos_0_Thumb,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner,Fotos_1_Link,Fotos_1_Thumb,Fotos_2_Thumb,Fotos_2_Link,Fotos_3_Link,Fotos_3_Thumb,Fotos_4_Thumb,Fotos_4_Link,Fotos_5_Thumb,Fotos_5_Link,Fotos_6_Link,Fotos_6_Thumb,Fotos_7_Link,Fotos_7_Thumb,Fotos_8_Link,Fotos_8_Thumb
10:ZOE2,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,14.44095,47.83828,899.0,EPSG:31287,1,HMW,4.0,1.0,µg/m³,/pub/fotos/stations/10ZOE2 nN.jpg,/pub/fotos/stations/thumbs/10ZOE2 nN.jpg,1,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt,/pub/fotos/stations/10ZOE2 nO.jpg,/pub/fotos/stations/thumbs/10ZOE2 nO.jpg,/pub/fotos/stations/thumbs/10ZOE2 nS.jpg,/pub/fotos/stations/10ZOE2 nS.jpg,/pub/fotos/stations/10ZOE2 nW.jpg,/pub/fotos/stations/thumbs/10ZOE2 nW.jpg,,,,,,,,,,
02:F202,Schwefeldioxid,5 Aug 2022 18:30:00 GMT+0100,14.52998,46.84283,810.0,EPSG:31287,1,HMW,6.0,2.0,µg/m³,/pub/fotos/stations/02F202 nN.JPG,/pub/fotos/stations/thumbs/02F202 nN.JPG,1,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02F202 nNO.JPG,/pub/fotos/stations/thumbs/02F202 nNO.JPG,/pub/fotos/stations/thumbs/02F202 nO.JPG,/pub/fotos/stations/02F202 nO.JPG,/pub/fotos/stations/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nS.JPG,/pub/fotos/stations/thumbs/02F202 nSO.JPG,/pub/fotos/stations/02F202 nSO.JPG,/pub/fotos/stations/thumbs/02F202 nW.JPG,/pub/fotos/stations/02F202 nW.JPG,,,,,,
02:WO35,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,14.891667,46.708333,540.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/02WO35 nN.JPG,/pub/fotos/stations/thumbs/02WO35 nN.JPG,1,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung,/pub/fotos/stations/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nO.JPG,/pub/fotos/stations/thumbs/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nS.JPG,/pub/fotos/stations/02WO35 nW.JPG,/pub/fotos/stations/thumbs/02WO35 nW.JPG,,,,,,,,,,
03:0302,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.675289,48.05004,235.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/030302 nN.JPG,/pub/fotos/stations/thumbs/030302 nN.JPG,1,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/030302 nNW.jpg,/pub/fotos/stations/thumbs/030302 nNW.jpg,/pub/fotos/stations/thumbs/030302 nO.jpg,/pub/fotos/stations/030302 nO.jpg,/pub/fotos/stations/030302 nS.jpg,/pub/fotos/stations/thumbs/030302 nS.jpg,,,,,,,,,,
03:0502,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.04666667,48.8786111,570.0,EPSG:31287,1,HMW,2.0,2.0,µg/m³,/pub/fotos/stations/030502 nN.jpg,/pub/fotos/stations/thumbs/030502 nN.jpg,1,Heidenreichstein Thaures,Thaures,Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/030502 nO.JPG,/pub/fotos/stations/thumbs/030502 nO.JPG,,,,,,,,,,,,,,
03:0601,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.31395,48.30246,260.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/030601 nN.jpg,/pub/fotos/stations/thumbs/030601 nN.jpg,1,Klosterneuburg Meynertgasse,"Meynertgasse, südwestlich vom Wasserhochbehälter",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/030601 nO.JPG,/pub/fotos/stations/thumbs/030601 nO.JPG,/pub/fotos/stations/thumbs/030601 nS.jpg,/pub/fotos/stations/030601 nS.jpg,/pub/fotos/stations/030601 nW.jpg,/pub/fotos/stations/thumbs/030601 nW.jpg,,,,,,,,,,
03:1401,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.3022222,48.0861111,215.0,EPSG:31287,1,HMW,3.0,2.0,µg/m³,/pub/fotos/stations/031401 nO.jpg,/pub/fotos/stations/thumbs/031401 nO.jpg,1,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/031401 nS.jpg,/pub/fotos/stations/thumbs/031401 nS.jpg,/pub/fotos/stations/thumbs/031401 nW.jpg,/pub/fotos/stations/031401 nW.jpg,,,,,,,,,,,,
03:1502,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.860277778,47.67027778,890.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/031502 nN.jpg,/pub/fotos/stations/thumbs/031502 nN.jpg,1,Payerbach - Kreuzberg,"Kreuzberg, Althammerhofstraße, Coronakreuz",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/031502 nO.JPG,/pub/fotos/stations/thumbs/031502 nO.JPG,/pub/fotos/stations/thumbs/031502 nS.jpg,/pub/fotos/stations/031502 nS.jpg,/pub/fotos/stations/031502 nW.jpg,/pub/fotos/stations/thumbs/031502 nW.jpg,,,,,,,,,,
03:1701,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.54583333,48.370278,320.0,EPSG:31287,1,HMW,3.0,2.0,µg/m³,/pub/fotos/stations/031701 nN.jpg,/pub/fotos/stations/thumbs/031701 nN.jpg,1,Dunkelsteinerwald - Unterbergern,Unterbergern Bäckerberg,Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/031701 nO.jpg,/pub/fotos/stations/thumbs/031701 nO.jpg,/pub/fotos/stations/thumbs/031701 nW.jpg,/pub/fotos/stations/031701 nW.jpg,,,,,,,,,,,,
03:2401,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.255,47.81416667,265.0,EPSG:31287,1,HMW,5.0,2.0,µg/m³,/pub/fotos/stations/032401 nN.jpg,/pub/fotos/stations/thumbs/032401 nN.jpg,1,Wiener Neustadt,Neuklosterwiese Sportplatz,Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/032401 nO.jpg,/pub/fotos/stations/thumbs/032401 nO.jpg,/pub/fotos/stations/thumbs/032401 nS.jpg,/pub/fotos/stations/032401 nS.jpg,/pub/fotos/stations/032401 nSO.jpg,/pub/fotos/stations/thumbs/032401 nSO.jpg,/pub/fotos/stations/thumbs/032401 nSW.JPG,/pub/fotos/stations/032401 nSW.JPG,,,,,,,,
03:2701,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.474444444444444,48.145,155.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/032701 nN.jpg,/pub/fotos/stations/thumbs/032701 nN.jpg,1,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/032701 nO.jpg,/pub/fotos/stations/thumbs/032701 nO.jpg,/pub/fotos/stations/thumbs/032701 nS.JPG,/pub/fotos/stations/032701 nS.JPG,/pub/fotos/stations/032701 nW.jpg,/pub/fotos/stations/thumbs/032701 nW.jpg,,,,,,,,,,
04:S156,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,13.03923,48.257474,350.0,EPSG:31287,1,HMW,3.0,2.0,µg/m³,/pub/fotos/stations/04S156 nN.jpg,/pub/fotos/stations/thumbs/04S156 nN.jpg,1,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nS.JPG,/pub/fotos/stations/thumbs/04S156 nW.JPG,/pub/fotos/stations/04S156 nW.JPG,,,,,,,,,,,,
04:S415,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,14.2977778,48.323333,255.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/04S415 nN.jpg,/pub/fotos/stations/thumbs/04S415 nN.jpg,1,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S415 nO.jpg,/pub/fotos/stations/thumbs/04S415 nO.jpg,/pub/fotos/stations/thumbs/04S415 nS.jpg,/pub/fotos/stations/04S415 nS.jpg,/pub/fotos/stations/04S415 nW.JPG,/pub/fotos/stations/thumbs/04S415 nW.JPG,,,,,,,,,,
05:1200,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,13.03488,47.81565,420.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/051200 nN.JPG,/pub/fotos/stations/thumbs/051200 nN.JPG,1,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,Amt der Salzburger Landesregierung,/pub/fotos/stations/051200 nO.jpg,/pub/fotos/stations/thumbs/051200 nO.jpg,/pub/fotos/stations/thumbs/051200 nS.jpg,/pub/fotos/stations/051200 nS.jpg,/pub/fotos/stations/051200 nW.jpg,/pub/fotos/stations/thumbs/051200 nW.jpg,,,,,,,,,,
05:2000,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,13.09995,47.68259,440.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/052000 nNO.jpg,/pub/fotos/stations/thumbs/052000 nNO.jpg,1,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",Amt der Salzburger Landesregierung,/pub/fotos/stations/052000 nNW.jpg,/pub/fotos/stations/thumbs/052000 nNW.jpg,/pub/fotos/stations/thumbs/052000 nO.jpg,/pub/fotos/stations/052000 nO.jpg,/pub/fotos/stations/052000 nSW.jpg,/pub/fotos/stations/thumbs/052000 nSW.jpg,,,,,,,,,,
05:2100,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,13.106,47.667,650.0,EPSG:31287,1,HMW,3.0,2.0,µg/m³,/pub/fotos/stations/052100 nN.jpg,/pub/fotos/stations/thumbs/052100 nN.jpg,1,Hallein Winterstall,Winterstallstraße,Amt der Salzburger Landesregierung,/pub/fotos/stations/052100 nO.jpg,/pub/fotos/stations/thumbs/052100 nO.jpg,/pub/fotos/stations/thumbs/052100 nS.jpg,/pub/fotos/stations/052100 nS.jpg,,,,,,,,,,,,
06:164,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.416603,47.055611,358.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/06164 nN.JPG,/pub/fotos/stations/thumbs/06164 nN.JPG,1,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06164 nO.JPG,/pub/fotos/stations/thumbs/06164 nO.JPG,/pub/fotos/stations/thumbs/06164 nS.JPG,/pub/fotos/stations/06164 nS.JPG,/pub/fotos/stations/06164 nW.JPG,/pub/fotos/stations/thumbs/06164 nW.JPG,,,,,,,,,,
06:180,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.253333,47.409443,485.0,EPSG:31287,1,HMW,7.0,2.0,µg/m³,/pub/fotos/stations/06180 nN.jpg,/pub/fotos/stations/thumbs/06180 nN.jpg,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06180 nNW.JPG,/pub/fotos/stations/thumbs/06180 nNW.JPG,/pub/fotos/stations/thumbs/06180 nO.JPG,/pub/fotos/stations/06180 nO.JPG,/pub/fotos/stations/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nS.JPG,/pub/fotos/stations/thumbs/06180 nSO.jpg,/pub/fotos/stations/06180 nSO.jpg,/pub/fotos/stations/thumbs/06180 nSW.JPG,/pub/fotos/stations/06180 nSW.JPG,/pub/fotos/stations/06180 nW.jpg,/pub/fotos/stations/thumbs/06180 nW.jpg,,,,
06:191,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.3232,47.1357,382.0,EPSG:31287,1,HMW,5.0,2.0,µg/m³,/pub/fotos/stations/06191 nN.JPG,/pub/fotos/stations/thumbs/06191 nN.JPG,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06191 nNO.JPG,/pub/fotos/stations/thumbs/06191 nNO.JPG,/pub/fotos/stations/thumbs/06191 nO.JPG,/pub/fotos/stations/06191 nO.JPG,/pub/fotos/stations/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nS.JPG,/pub/fotos/stations/thumbs/06191 nW.JPG,/pub/fotos/stations/06191 nW.JPG,,,,,,,,
09:SCHA,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.301563,48.23537,319.0,EPSG:31287,1,HMW,3.0,2.0,µg/m³,/pub/fotos/stations/09SCHA nN.JPG,/pub/fotos/stations/thumbs/09SCHA nN.JPG,1,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",Gemeinde Wien - MA22 Umweltschutz,/pub/fotos/stations/09SCHA nSW.JPG,/pub/fotos/stations/thumbs/09SCHA nSW.JPG,/pub/fotos/stations/thumbs/09SCHA nW.JPG,/pub/fotos/stations/09SCHA nW.JPG,,,,,,,,,,,,
09:STAD,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.458345,48.226360833333,159.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/09STAD nN.JPG,/pub/fotos/stations/thumbs/09STAD nN.JPG,1,Stadlau,"Hausgrundweg 23, Gstr. 254/1",Gemeinde Wien - MA22 Umweltschutz,/pub/fotos/stations/09STAD nNW.JPG,/pub/fotos/stations/thumbs/09STAD nNW.JPG,/pub/fotos/stations/thumbs/09STAD nO.JPG,/pub/fotos/stations/09STAD nO.JPG,/pub/fotos/stations/09STAD nW.JPG,/pub/fotos/stations/thumbs/09STAD nW.JPG,,,,,,,,,,
09:ZA,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.357079,48.248993,210.0,EPSG:31287,1,HMW,4.0,2.0,µg/m³,/pub/fotos/stations/09ZA nO.JPG,/pub/fotos/stations/thumbs/09ZA nO.JPG,1,Hohe Warte,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",Gemeinde Wien - MA22 Umweltschutz,/pub/fotos/stations/09ZA nS.JPG,/pub/fotos/stations/thumbs/09ZA nS.JPG,/pub/fotos/stations/thumbs/09ZA nSW.JPG,/pub/fotos/stations/09ZA nSW.JPG,/pub/fotos/stations/09ZA nW.JPG,/pub/fotos/stations/thumbs/09ZA nW.JPG,,,,,,,,,,
01:0001,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,5.0,3.0,µg/m³,/pub/fotos/stations/010001 nN.jpg,/pub/fotos/stations/thumbs/010001 nN.jpg,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung,/pub/fotos/stations/010001 nNW.JPG,/pub/fotos/stations/thumbs/010001 nNW.JPG,/pub/fotos/stations/thumbs/010001 nO.JPG,/pub/fotos/stations/010001 nO.JPG,/pub/fotos/stations/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nS.jpg,/pub/fotos/stations/thumbs/010001 nW.JPG,/pub/fotos/stations/010001 nW.JPG,,,,,,,,
01:0003,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,17.0703159,48.1091532,136.0,EPSG:31287,1,HMW,5.0,3.0,µg/m³,/pub/fotos/stations/010003 nN.JPG,/pub/fotos/stations/thumbs/010003 nN.JPG,1,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung,/pub/fotos/stations/010003 nO.JPG,/pub/fotos/stations/thumbs/010003 nO.JPG,/pub/fotos/stations/thumbs/010003 nS.JPG,/pub/fotos/stations/010003 nS.JPG,/pub/fotos/stations/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nSO.jpg,/pub/fotos/stations/thumbs/010003 nW.JPG,/pub/fotos/stations/010003 nW.JPG,,,,,,,,
01:0004,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.32875,47.77907,254.0,EPSG:31287,1,HMW,,3.0,µg/m³,,,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung,,,,,,,,,,,,,,,,
03:0301,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.95787,48.1442,180.0,EPSG:31287,1,HMW,1.0,3.0,µg/m³,/pub/fotos/stations/030301 nS.jpg,/pub/fotos/stations/thumbs/030301 nS.jpg,1,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",Amt der Niederösterreichischen Landesregierung,,,,,,,,,,,,,,,,
03:0801,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.49842,48.72421,556.0,EPSG:31287,1,HMW,2.0,3.0,µg/m³,/pub/fotos/stations/030801 nO.JPG,/pub/fotos/stations/thumbs/030801 nO.JPG,1,Irnfritz - Rothweinsdorf,Rothweinsdorf,Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/030801 nSW.jpg,/pub/fotos/stations/thumbs/030801 nSW.jpg,,,,,,,,,,,,,,
03:2301,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.6325,48.2116,270.0,EPSG:31287,1,HMW,4.0,3.0,µg/m³,/pub/fotos/stations/032301 nN.JPG,/pub/fotos/stations/thumbs/032301 nN.JPG,1,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/032301 nNO.jpg,/pub/fotos/stations/thumbs/032301 nNO.jpg,/pub/fotos/stations/thumbs/032301 nO.jpg,/pub/fotos/stations/032301 nO.jpg,/pub/fotos/stations/032301 nW.jpg,/pub/fotos/stations/thumbs/032301 nW.jpg,,,,,,,,,,
04:S416,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,14.31479,48.27329,265.0,EPSG:31287,1,HMW,4.0,3.0,µg/m³,/pub/fotos/stations/04S416 nN.JPG,/pub/fotos/stations/thumbs/04S416 nN.JPG,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S416 nO.JPG,/pub/fotos/stations/thumbs/04S416 nO.JPG,/pub/fotos/stations/thumbs/04S416 nS.JPG,/pub/fotos/stations/04S416 nS.JPG,/pub/fotos/stations/04S416 nW.JPG,/pub/fotos/stations/thumbs/04S416 nW.JPG,,,,,,,,,,
09:A23,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.43455,48.20306,162.0,EPSG:31287,1,HMW,6.0,3.0,µg/m³,/pub/fotos/stations/09A23 nN.JPG,/pub/fotos/stations/thumbs/09A23 nN.JPG,1,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",Gemeinde Wien - MA22 Umweltschutz,/pub/fotos/stations/09A23 nNO.JPG,/pub/fotos/stations/thumbs/09A23 nNO.JPG,/pub/fotos/stations/thumbs/09A23 nNW.JPG,/pub/fotos/stations/09A23 nNW.JPG,/pub/fotos/stations/09A23 nS.JPG,/pub/fotos/stations/thumbs/09A23 nS.JPG,/pub/fotos/stations/thumbs/09A23 nSO.JPG,/pub/fotos/stations/09A23 nSO.JPG,/pub/fotos/stations/thumbs/09A23 nW.JPG,/pub/fotos/stations/09A23 nW.JPG,,,,,,
09:KE,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.476051,48.156708,158.0,EPSG:31287,1,HMW,4.0,3.0,µg/m³,/pub/fotos/stations/09KE nO.JPG,/pub/fotos/stations/thumbs/09KE nO.JPG,1,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",Gemeinde Wien - MA22 Umweltschutz,/pub/fotos/stations/09KE nSO.JPG,/pub/fotos/stations/thumbs/09KE nSO.JPG,/pub/fotos/stations/thumbs/09KE nSW.JPG,/pub/fotos/stations/09KE nSW.JPG,/pub/fotos/stations/09KE nW.JPG,/pub/fotos/stations/thumbs/09KE nW.JPG,,,,,,,,,,
09:STEF,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.3732536111111,48.20815,172.0,EPSG:31287,1,HMW,5.0,3.0,µg/m³,/pub/fotos/stations/09STEF nN.jpg,/pub/fotos/stations/thumbs/09STEF nN.jpg,1,Stephansplatz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",Gemeinde Wien - MA22 Umweltschutz,/pub/fotos/stations/09STEF nNO.JPG,/pub/fotos/stations/thumbs/09STEF nNO.JPG,/pub/fotos/stations/thumbs/09STEF nNW.JPG,/pub/fotos/stations/09STEF nNW.JPG,/pub/fotos/stations/09STEF nSW.JPG,/pub/fotos/stations/thumbs/09STEF nSW.JPG,/pub/fotos/stations/thumbs/09STEF nW.jpg,/pub/fotos/stations/09STEF nW.jpg,,,,,,,,
03:1901,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,16.0625,48.329445,178.0,EPSG:31287,1,HMW,2.0,4.0,µg/m³,/pub/fotos/stations/031901 nO.jpg,/pub/fotos/stations/thumbs/031901 nO.jpg,1,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/031901 nSO.jpg,/pub/fotos/stations/thumbs/031901 nSO.jpg,,,,,,,,,,,,,,
03:1903,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.8578,48.331,192.0,EPSG:31287,1,HMW,5.0,4.0,µg/m³,/pub/fotos/stations/031903 nN.JPG,/pub/fotos/stations/thumbs/031903 nN.JPG,1,Trasdorf im Tullnerfeld,Kaindorfer Straße,Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/031903 nNW.jpg,/pub/fotos/stations/thumbs/031903 nNW.jpg,/pub/fotos/stations/thumbs/031903 nO.jpg,/pub/fotos/stations/031903 nO.jpg,/pub/fotos/stations/031903 nS.jpg,/pub/fotos/stations/thumbs/031903 nS.jpg,/pub/fotos/stations/thumbs/031903 nW.jpg,/pub/fotos/stations/031903 nW.jpg,,,,,,,,
03:2501,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.619166,48.40861,200.0,EPSG:31287,1,HMW,4.0,4.0,µg/m³,/pub/fotos/stations/032501 nN.JPG,/pub/fotos/stations/thumbs/032501 nN.JPG,1,Krems,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",Amt der Niederösterreichischen Landesregierung,/pub/fotos/stations/032501 nS.jpg,/pub/fotos/stations/thumbs/032501 nS.jpg,/pub/fotos/stations/thumbs/032501 nSO.jpg,/pub/fotos/stations/032501 nSO.jpg,/pub/fotos/stations/032501 nW.jpg,/pub/fotos/stations/thumbs/032501 nW.jpg,,,,,,,,,,
04:S173,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,14.3665,48.27975,250.0,EPSG:31287,1,HMW,4.0,4.0,µg/m³,/pub/fotos/stations/04S173 nN.jpg,/pub/fotos/stations/thumbs/04S173 nN.jpg,1,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nO.jpg,/pub/fotos/stations/thumbs/04S173 nS.jpg,/pub/fotos/stations/04S173 nS.jpg,/pub/fotos/stations/04S173 nW.jpg,/pub/fotos/stations/thumbs/04S173 nW.jpg,,,,,,,,,,
06:135,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,15.339166666666667,47.11305555555556,454.0,EPSG:31287,1,HMW,7.0,4.0,µg/m³,/pub/fotos/stations/06135 nN.JPG,/pub/fotos/stations/thumbs/06135 nN.JPG,1,Straßengel Kirche,Straßengel Kirche,Amt der Steiermärkischen Landesregierung,/pub/fotos/stations/06135 nNW.JPG,/pub/fotos/stations/thumbs/06135 nNW.JPG,/pub/fotos/stations/thumbs/06135 nO.JPG,/pub/fotos/stations/06135 nO.JPG,/pub/fotos/stations/06135 nS.JPG,/pub/fotos/stations/thumbs/06135 nS.JPG,/pub/fotos/stations/thumbs/06135 nSO.JPG,/pub/fotos/stations/06135 nSO.JPG,/pub/fotos/stations/thumbs/06135 nSW.JPG,/pub/fotos/stations/06135 nSW.JPG,/pub/fotos/stations/06135 nW.JPG,/pub/fotos/stations/thumbs/06135 nW.JPG,,,,
04:S406,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,14.0366,48.1649,316.0,EPSG:31287,1,HMW,4.0,5.0,µg/m³,/pub/fotos/stations/04S406 nN.JPG,/pub/fotos/stations/thumbs/04S406 nN.JPG,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S406 nO.JPG,/pub/fotos/stations/thumbs/04S406 nO.JPG,/pub/fotos/stations/thumbs/04S406 nS.JPG,/pub/fotos/stations/04S406 nS.JPG,/pub/fotos/stations/04S406 nW.jpg,/pub/fotos/stations/thumbs/04S406 nW.jpg,,,,,,,,,,
05:1066,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,13.043333,47.8055556,430.0,EPSG:31287,1,HMW,4.0,5.0,µg/m³,/pub/fotos/stations/051066 nN.jpg,/pub/fotos/stations/thumbs/051066 nN.jpg,1,Salzburg Mirabellplatz,Mirabellplatz,Amt der Salzburger Landesregierung,/pub/fotos/stations/051066 nO.jpg,/pub/fotos/stations/thumbs/051066 nO.jpg,/pub/fotos/stations/thumbs/051066 nS.JPG,/pub/fotos/stations/051066 nS.JPG,/pub/fotos/stations/051066 nW.jpg,/pub/fotos/stations/thumbs/051066 nW.jpg,,,,,,,,,,
04:S407,Schwefeldioxid,5 Aug 2022 19:00:00 GMT+0100,13.6676111,48.0008965,420.0,EPSG:31287,1,HMW,5.0,27.0,µg/m³,/pub/fotos/stations/04S407 nNO.jpg,/pub/fotos/stations/thumbs/04S407 nNO.jpg,1,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung,/pub/fotos/stations/04S407 nNW.jpg,/pub/fotos/stations/thumbs/04S407 nNW.jpg,/pub/fotos/stations/thumbs/04S407 nO.jpg,/pub/fotos/stations/04S407 nO.jpg,/pub/fotos/stations/04S407 nS.JPG,/pub/fotos/stations/thumbs/04S407 nS.JPG,/pub/fotos/stations/thumbs/04S407 nW.jpg,/pub/fotos/stations/04S407 nW.jpg,,,,,,,,
